rank,model_id,model_name,avg_agentic_coding_score,benchmark_coverage,swe_bench_verified_pct,livecodebench_pct,swerebench_pct,arena_elo_coding,arena_elo
3263,us-east-1-1-month-commitment-anthropic-claude-instant-v1,us-east-1-1-month-commitment-anthropic-claude-instant-v1,,0,,,,,
3264,us-east-1-1-month-commitment-anthropic-claude-v1,us-east-1-1-month-commitment-anthropic-claude-v1,,0,,,,,
3265,us-east-1-1-month-commitment-anthropic-claude-v2,us-east-1-1-month-commitment-anthropic-claude-v2,,0,,,,,
3266,us-east-1-6-month-commitment-anthropic-claude-instant-v1,us-east-1-6-month-commitment-anthropic-claude-instant-v1,,0,,,,,
3267,us-east-1-6-month-commitment-anthropic-claude-v1,us-east-1-6-month-commitment-anthropic-claude-v1,,0,,,,,
3268,us-east-1-6-month-commitment-anthropic-claude-v2,us-east-1-6-month-commitment-anthropic-claude-v2,,0,,,,,
3269,us-east-1-anthropic-claude-instant-v1,us-east-1-anthropic-claude-instant-v1,,0,,,,,
3270,us-east-1-anthropic-claude-v1,us-east-1-anthropic-claude-v1,,0,,,,,
3271,us-east-1-anthropic-claude-v2,us-east-1-anthropic-claude-v2,,0,,,,,
3272,us-east-1-deepseek-v3-2,us-east-1-deepseek-v3-2,,0,,,,,
3273,us-east-1-meta-llama3-70b-instruct-v1,us-east-1-meta-llama3-70b-instruct-v1,,0,,,,,
3274,us-east-1-meta-llama3-8b-instruct-v1,us-east-1-meta-llama3-8b-instruct-v1,,0,,,,,
3275,us-east-1-minimax-minimax-m2-1,us-east-1-minimax-minimax-m2-1,,0,,,,,
3276,us-east-1-mistral-mistral-7b-instruct-v0,us-east-1-mistral-mistral-7b-instruct-v0,,0,,,,,
3277,us-east-1-mistral-mistral-large-2402-v1,us-east-1-mistral-mistral-large-2402-v1,,0,,,,,
3278,us-east-1-mistral-mixtral-8x7b-instruct-v0,us-east-1-mistral-mixtral-8x7b-instruct-v0,,0,,,,,
3279,us-east-1-moonshotai-kimi-k2-5,us-east-1-moonshotai-kimi-k2-5,,0,,,,,
3280,us-east-1-moonshotai-kimi-k2-thinking,us-east-1-moonshotai-kimi-k2-thinking,,0,,,,,
3281,us-east-1-qwen-qwen3-coder-next,us-east-1-qwen-qwen3-coder-next,,0,,,,,
3282,us-east-2-deepseek-v3-2,us-east-2-deepseek-v3-2,,0,,,,,
3283,us-east-2-minimax-minimax-m2-1,us-east-2-minimax-minimax-m2-1,,0,,,,,
3284,us-east-2-moonshotai-kimi-k2-5,us-east-2-moonshotai-kimi-k2-5,,0,,,,,
3285,us-east-2-moonshotai-kimi-k2-thinking,us-east-2-moonshotai-kimi-k2-thinking,,0,,,,,
3286,us-east-2-qwen-qwen3-coder-next,us-east-2-qwen-qwen3-coder-next,,0,,,,,
3287,us-gov-east-1-amazon-nova-pro-v1,us-gov-east-1-amazon-nova-pro-v1,,0,,,,,
3288,us-gov-east-1-amazon-titan-embed-text-v1,us-gov-east-1-amazon-titan-embed-text-v1,,0,,,,,
3289,us-gov-east-1-amazon-titan-embed-text-v2,us-gov-east-1-amazon-titan-embed-text-v2,,0,,,,,
3290,us-gov-east-1-amazon-titan-text-express-v1,us-gov-east-1-amazon-titan-text-express-v1,,0,,,,,
3291,us-gov-east-1-amazon-titan-text-lite-v1,us-gov-east-1-amazon-titan-text-lite-v1,,0,,,,,
3292,us-gov-east-1-amazon-titan-text-premier-v1,us-gov-east-1-amazon-titan-text-premier-v1,,0,,,,,
3293,us-gov-east-1-anthropic-claude-3-5-sonnet-20240620-v1,us-gov-east-1-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,,,
3294,us-gov-east-1-anthropic-claude-3-haiku-20240307-v1,us-gov-east-1-anthropic-claude-3-haiku-20240307-v1,,0,,,,,
3295,us-gov-east-1-claude-sonnet-4-5-20250929-v1,us-gov-east-1-claude-sonnet-4-5-20250929-v1,,0,,,,,
3296,us-gov-east-1-meta-llama3-70b-instruct-v1,us-gov-east-1-meta-llama3-70b-instruct-v1,,0,,,,,
3297,us-gov-east-1-meta-llama3-8b-instruct-v1,us-gov-east-1-meta-llama3-8b-instruct-v1,,0,,,,,
3298,us-gov-west-1-amazon-nova-pro-v1,us-gov-west-1-amazon-nova-pro-v1,,0,,,,,
3299,us-gov-west-1-amazon-titan-embed-text-v1,us-gov-west-1-amazon-titan-embed-text-v1,,0,,,,,
3300,us-gov-west-1-amazon-titan-embed-text-v2,us-gov-west-1-amazon-titan-embed-text-v2,,0,,,,,
3301,us-gov-west-1-amazon-titan-text-express-v1,us-gov-west-1-amazon-titan-text-express-v1,,0,,,,,
3302,us-gov-west-1-amazon-titan-text-lite-v1,us-gov-west-1-amazon-titan-text-lite-v1,,0,,,,,
3303,us-gov-west-1-amazon-titan-text-premier-v1,us-gov-west-1-amazon-titan-text-premier-v1,,0,,,,,
3304,us-gov-west-1-anthropic-claude-3-5-sonnet-20240620-v1,us-gov-west-1-anthropic-claude-3-5-sonnet-20240620-v1,,0,,,,,
3305,us-gov-west-1-anthropic-claude-3-7-sonnet-20250219-v1,us-gov-west-1-anthropic-claude-3-7-sonnet-20250219-v1,,0,,,,,
3306,us-gov-west-1-anthropic-claude-3-haiku-20240307-v1,us-gov-west-1-anthropic-claude-3-haiku-20240307-v1,,0,,,,,
3307,us-gov-west-1-claude-sonnet-4-5-20250929-v1,us-gov-west-1-claude-sonnet-4-5-20250929-v1,,0,,,,,
3308,us-gov-west-1-meta-llama3-70b-instruct-v1,us-gov-west-1-meta-llama3-70b-instruct-v1,,0,,,,,
3309,us-gov-west-1-meta-llama3-8b-instruct-v1,us-gov-west-1-meta-llama3-8b-instruct-v1,,0,,,,,
3310,us-gpt-4-1-2025-04-14,us-gpt-4-1-2025-04-14,,0,,,,,
3311,us-gpt-4-1-mini-2025-04-14,us-gpt-4-1-mini-2025-04-14,,0,,,,,
3312,us-gpt-4-1-nano-2025-04-14,us-gpt-4-1-nano-2025-04-14,,0,,,,,
3313,us-gpt-4o-2024-08-06,us-gpt-4o-2024-08-06,,0,,,,,
3314,us-gpt-4o-2024-11-20,us-gpt-4o-2024-11-20,,0,,,,,
3315,us-gpt-4o-mini-2024-07-18,us-gpt-4o-mini-2024-07-18,,0,,,,,
3316,us-gpt-4o-mini-realtime-preview-2024-12-17,us-gpt-4o-mini-realtime-preview-2024-12-17,,0,,,,,
3317,us-gpt-4o-realtime-preview-2024-10-01,us-gpt-4o-realtime-preview-2024-10-01,,0,,,,,
3318,us-gpt-4o-realtime-preview-2024-12-17,us-gpt-4o-realtime-preview-2024-12-17,,0,,,,,
3319,us-gpt-5-1,us-gpt-5-1,,0,,,,,
3320,us-gpt-5-1-chat,us-gpt-5-1-chat,,0,,,,,
3321,us-gpt-5-1-codex,us-gpt-5-1-codex,,0,,,,,
3322,us-gpt-5-1-codex-mini,us-gpt-5-1-codex-mini,,0,,,,,
3323,us-gpt-5-2025-08-07,us-gpt-5-2025-08-07,,0,,,,,
3324,us-gpt-5-mini-2025-08-07,us-gpt-5-mini-2025-08-07,,0,,,,,
3325,us-gpt-5-nano-2025-08-07,us-gpt-5-nano-2025-08-07,,0,,,,,
3326,us-meta-llama3-1-405b-instruct-v1,us-meta-llama3-1-405b-instruct-v1,,0,,,,,
3327,us-meta-llama3-1-70b-instruct-v1,us-meta-llama3-1-70b-instruct-v1,,0,,,,,
3328,us-meta-llama3-1-8b-instruct-v1,us-meta-llama3-1-8b-instruct-v1,,0,,,,,
3329,us-meta-llama3-2-11b-instruct-v1,us-meta-llama3-2-11b-instruct-v1,,0,,,,,
3330,us-meta-llama3-2-1b-instruct-v1,us-meta-llama3-2-1b-instruct-v1,,0,,,,,
3331,us-meta-llama3-2-3b-instruct-v1,us-meta-llama3-2-3b-instruct-v1,,0,,,,,
3332,us-meta-llama3-2-90b-instruct-v1,us-meta-llama3-2-90b-instruct-v1,,0,,,,,
3333,us-meta-llama3-3-70b-instruct-v1,us-meta-llama3-3-70b-instruct-v1,,0,,,,,
3334,us-meta-llama4-maverick-17b-instruct-v1,us-meta-llama4-maverick-17b-instruct-v1,,0,,,,,
3335,us-meta-llama4-scout-17b-instruct-v1,us-meta-llama4-scout-17b-instruct-v1,,0,,,,,
3336,us-mistral-pixtral-large-2502-v1,us-mistral-pixtral-large-2502-v1,,0,,,,,
3337,us-o1-2024-12-17,us-o1-2024-12-17,,0,,,,,
3338,us-o1-mini-2024-09-12,us-o1-mini-2024-09-12,,0,,,,,
3339,us-o1-preview-2024-09-12,us-o1-preview-2024-09-12,,0,,,,,
3340,us-o3-2025-04-16,us-o3-2025-04-16,,0,,,,,
3341,us-o3-mini-2025-01-31,us-o3-mini-2025-01-31,,0,,,,,
3342,us-o4-mini-2025-04-16,us-o4-mini-2025-04-16,,0,,,,,
3343,us-twelvelabs-marengo-embed-2-7-v1,us-twelvelabs-marengo-embed-2-7-v1,,0,,,,,
3344,us-twelvelabs-pegasus-1-2-v1,us-twelvelabs-pegasus-1-2-v1,,0,,,,,
3345,us-west-1-meta-llama3-70b-instruct-v1,us-west-1-meta-llama3-70b-instruct-v1,,0,,,,,
3346,us-west-1-meta-llama3-8b-instruct-v1,us-west-1-meta-llama3-8b-instruct-v1,,0,,,,,
3347,us-west-2-1-month-commitment-anthropic-claude-instant-v1,us-west-2-1-month-commitment-anthropic-claude-instant-v1,,0,,,,,
3348,us-west-2-1-month-commitment-anthropic-claude-v1,us-west-2-1-month-commitment-anthropic-claude-v1,,0,,,,,
3349,us-west-2-1-month-commitment-anthropic-claude-v2,us-west-2-1-month-commitment-anthropic-claude-v2,,0,,,,,
3350,us-west-2-6-month-commitment-anthropic-claude-instant-v1,us-west-2-6-month-commitment-anthropic-claude-instant-v1,,0,,,,,
3351,us-west-2-6-month-commitment-anthropic-claude-v1,us-west-2-6-month-commitment-anthropic-claude-v1,,0,,,,,
3352,us-west-2-6-month-commitment-anthropic-claude-v2,us-west-2-6-month-commitment-anthropic-claude-v2,,0,,,,,
3353,us-west-2-anthropic-claude-instant-v1,us-west-2-anthropic-claude-instant-v1,,0,,,,,
3354,us-west-2-anthropic-claude-v1,us-west-2-anthropic-claude-v1,,0,,,,,
3355,us-west-2-anthropic-claude-v2,us-west-2-anthropic-claude-v2,,0,,,,,
3356,us-west-2-deepseek-v3-2,us-west-2-deepseek-v3-2,,0,,,,,
3357,us-west-2-minimax-minimax-m2-1,us-west-2-minimax-minimax-m2-1,,0,,,,,
3358,us-west-2-mistral-mistral-7b-instruct-v0,us-west-2-mistral-mistral-7b-instruct-v0,,0,,,,,
3359,us-west-2-mistral-mistral-large-2402-v1,us-west-2-mistral-mistral-large-2402-v1,,0,,,,,
3360,us-west-2-mistral-mixtral-8x7b-instruct-v0,us-west-2-mistral-mixtral-8x7b-instruct-v0,,0,,,,,
3361,us-west-2-moonshotai-kimi-k2-5,us-west-2-moonshotai-kimi-k2-5,,0,,,,,
3362,us-west-2-moonshotai-kimi-k2-thinking,us-west-2-moonshotai-kimi-k2-thinking,,0,,,,,
3363,us-west-2-qwen-qwen3-coder-next,us-west-2-qwen-qwen3-coder-next,,0,,,,,
3364,us-writer-palmyra-x4-v1,us-writer-palmyra-x4-v1,,0,,,,,
3365,us-writer-palmyra-x5-v1,us-writer-palmyra-x5-v1,,0,,,,,
3366,v0-1-0-md,v0-1.0-md,,0,,,,,
3367,v0-1-5-lg,v0-1.5-lg,,0,,,,,
3368,v0-1-5-md,v0-1.5-md,,0,,,,,
3369,v0-v0-1-0-md,v0-v0-1-0-md,,0,,,,,
3370,v0-v0-1-5-lg,v0-v0-1-5-lg,,0,,,,,
3371,v0-v0-1-5-md,v0-v0-1-5-md,,0,,,,,
3372,venice-uncensored,Venice Uncensored 1.1,,0,,,,,
3373,veo-2,Veo-2,,0,,,,,
3374,veo-3,Veo-3,,0,,,,,
3375,veo-3-1,Veo-3.1,,0,,,,,
3376,veo-3-1-fast,Veo-3.1-Fast,,0,,,,,
3377,veo-3-fast,Veo-3-Fast,,0,,,,,
3378,vercel-ai-gateway-alibaba-qwen-3-14b,vercel-ai-gateway-alibaba-qwen-3-14b,,0,,,,,
3379,vercel-ai-gateway-alibaba-qwen-3-235b,vercel-ai-gateway-alibaba-qwen-3-235b,,0,,,,,
3380,vercel-ai-gateway-alibaba-qwen-3-30b,vercel-ai-gateway-alibaba-qwen-3-30b,,0,,,,,
3381,vercel-ai-gateway-alibaba-qwen-3-32b,vercel-ai-gateway-alibaba-qwen-3-32b,,0,,,,,
3382,vercel-ai-gateway-alibaba-qwen3-coder,vercel-ai-gateway-alibaba-qwen3-coder,,0,,,,,
3383,vercel-ai-gateway-amazon-nova-lite,vercel-ai-gateway-amazon-nova-lite,,0,,,,,
3384,vercel-ai-gateway-amazon-nova-micro,vercel-ai-gateway-amazon-nova-micro,,0,,,,,
3385,vercel-ai-gateway-amazon-nova-pro,vercel-ai-gateway-amazon-nova-pro,,0,,,,,
3386,vercel-ai-gateway-amazon-titan-embed-text-v2,vercel-ai-gateway-amazon-titan-embed-text-v2,,0,,,,,
3387,vercel-ai-gateway-anthropic-claude-3-5-haiku,vercel-ai-gateway-anthropic-claude-3-5-haiku,,0,,,,,
3388,vercel-ai-gateway-anthropic-claude-3-5-sonnet,vercel-ai-gateway-anthropic-claude-3-5-sonnet,,0,,,,,
3389,vercel-ai-gateway-anthropic-claude-3-5-sonnet-20241022,vercel-ai-gateway-anthropic-claude-3-5-sonnet-20241022,,0,,,,,
3390,vercel-ai-gateway-anthropic-claude-3-7-sonnet,vercel-ai-gateway-anthropic-claude-3-7-sonnet,,0,,,,,
3391,vercel-ai-gateway-anthropic-claude-3-haiku,vercel-ai-gateway-anthropic-claude-3-haiku,,0,,,,,
3392,vercel-ai-gateway-anthropic-claude-3-opus,vercel-ai-gateway-anthropic-claude-3-opus,,0,,,,,
3393,vercel-ai-gateway-anthropic-claude-4-opus,vercel-ai-gateway-anthropic-claude-4-opus,,0,,,,,
3394,vercel-ai-gateway-anthropic-claude-4-sonnet,vercel-ai-gateway-anthropic-claude-4-sonnet,,0,,,,,
3395,vercel-ai-gateway-anthropic-claude-haiku-4-5,vercel-ai-gateway-anthropic-claude-haiku-4-5,,0,,,,,
3396,vercel-ai-gateway-anthropic-claude-opus-4,vercel-ai-gateway-anthropic-claude-opus-4,,0,,,,,
3397,vercel-ai-gateway-anthropic-claude-opus-4-1,vercel-ai-gateway-anthropic-claude-opus-4-1,,0,,,,,
3398,vercel-ai-gateway-anthropic-claude-opus-4-5,vercel-ai-gateway-anthropic-claude-opus-4-5,,0,,,,,
3399,vercel-ai-gateway-anthropic-claude-opus-4-6,vercel-ai-gateway-anthropic-claude-opus-4-6,,0,,,,,
3400,vercel-ai-gateway-anthropic-claude-sonnet-4,vercel-ai-gateway-anthropic-claude-sonnet-4,,0,,,,,
3401,vercel-ai-gateway-anthropic-claude-sonnet-4-5,vercel-ai-gateway-anthropic-claude-sonnet-4-5,,0,,,,,
3402,vercel-ai-gateway-cohere-command-a,vercel-ai-gateway-cohere-command-a,,0,,,,,
3403,vercel-ai-gateway-cohere-command-r,vercel-ai-gateway-cohere-command-r,,0,,,,,
3404,vercel-ai-gateway-cohere-command-r-plus,vercel-ai-gateway-cohere-command-r-plus,,0,,,,,
3405,vercel-ai-gateway-cohere-embed-v4-0,vercel-ai-gateway-cohere-embed-v4-0,,0,,,,,
3406,vercel-ai-gateway-deepseek-deepseek-r1,vercel-ai-gateway-deepseek-deepseek-r1,,0,,,,,
3407,vercel-ai-gateway-deepseek-deepseek-r1-distill-llama-70b,vercel-ai-gateway-deepseek-deepseek-r1-distill-llama-70b,,0,,,,,
3408,vercel-ai-gateway-deepseek-deepseek-v3,vercel-ai-gateway-deepseek-deepseek-v3,,0,,,,,
3409,vercel-ai-gateway-google-gemini-2-0-flash,vercel-ai-gateway-google-gemini-2-0-flash,,0,,,,,
3410,vercel-ai-gateway-google-gemini-2-0-flash-lite,vercel-ai-gateway-google-gemini-2-0-flash-lite,,0,,,,,
3411,vercel-ai-gateway-google-gemini-2-5-flash,vercel-ai-gateway-google-gemini-2-5-flash,,0,,,,,
3412,vercel-ai-gateway-google-gemini-2-5-pro,vercel-ai-gateway-google-gemini-2-5-pro,,0,,,,,
3413,vercel-ai-gateway-google-gemini-embedding-001,vercel-ai-gateway-google-gemini-embedding-001,,0,,,,,
3414,vercel-ai-gateway-google-gemma-2-9b,vercel-ai-gateway-google-gemma-2-9b,,0,,,,,
3415,vercel-ai-gateway-google-text-embedding-005,vercel-ai-gateway-google-text-embedding-005,,0,,,,,
3416,vercel-ai-gateway-google-text-multilingual-embedding-002,vercel-ai-gateway-google-text-multilingual-embedding-002,,0,,,,,
3417,vercel-ai-gateway-inception-mercury-coder-small,vercel-ai-gateway-inception-mercury-coder-small,,0,,,,,
3418,vercel-ai-gateway-meta-llama-3-1-70b,vercel-ai-gateway-meta-llama-3-1-70b,,0,,,,,
3419,vercel-ai-gateway-meta-llama-3-1-8b,vercel-ai-gateway-meta-llama-3-1-8b,,0,,,,,
3420,vercel-ai-gateway-meta-llama-3-2-11b,vercel-ai-gateway-meta-llama-3-2-11b,,0,,,,,
3421,vercel-ai-gateway-meta-llama-3-2-1b,vercel-ai-gateway-meta-llama-3-2-1b,,0,,,,,
3422,vercel-ai-gateway-meta-llama-3-2-3b,vercel-ai-gateway-meta-llama-3-2-3b,,0,,,,,
3423,vercel-ai-gateway-meta-llama-3-2-90b,vercel-ai-gateway-meta-llama-3-2-90b,,0,,,,,
3424,vercel-ai-gateway-meta-llama-3-3-70b,vercel-ai-gateway-meta-llama-3-3-70b,,0,,,,,
3425,vercel-ai-gateway-meta-llama-3-70b,vercel-ai-gateway-meta-llama-3-70b,,0,,,,,
3426,vercel-ai-gateway-meta-llama-3-8b,vercel-ai-gateway-meta-llama-3-8b,,0,,,,,
3427,vercel-ai-gateway-meta-llama-4-maverick,vercel-ai-gateway-meta-llama-4-maverick,,0,,,,,
3428,vercel-ai-gateway-meta-llama-4-scout,vercel-ai-gateway-meta-llama-4-scout,,0,,,,,
3429,vercel-ai-gateway-mistral-codestral,vercel-ai-gateway-mistral-codestral,,0,,,,,
3430,vercel-ai-gateway-mistral-codestral-embed,vercel-ai-gateway-mistral-codestral-embed,,0,,,,,
3431,vercel-ai-gateway-mistral-devstral-small,vercel-ai-gateway-mistral-devstral-small,,0,,,,,
3432,vercel-ai-gateway-mistral-magistral-medium,vercel-ai-gateway-mistral-magistral-medium,,0,,,,,
3433,vercel-ai-gateway-mistral-magistral-small,vercel-ai-gateway-mistral-magistral-small,,0,,,,,
3434,vercel-ai-gateway-mistral-ministral-3b,vercel-ai-gateway-mistral-ministral-3b,,0,,,,,
3435,vercel-ai-gateway-mistral-ministral-8b,vercel-ai-gateway-mistral-ministral-8b,,0,,,,,
3436,vercel-ai-gateway-mistral-mistral-embed,vercel-ai-gateway-mistral-mistral-embed,,0,,,,,
3437,vercel-ai-gateway-mistral-mistral-large,vercel-ai-gateway-mistral-mistral-large,,0,,,,,
3438,vercel-ai-gateway-mistral-mistral-saba-24b,vercel-ai-gateway-mistral-mistral-saba-24b,,0,,,,,
3439,vercel-ai-gateway-mistral-mistral-small,vercel-ai-gateway-mistral-mistral-small,,0,,,,,
3440,vercel-ai-gateway-mistral-mixtral-8x22b-instruct,vercel-ai-gateway-mistral-mixtral-8x22b-instruct,,0,,,,,
3441,vercel-ai-gateway-mistral-pixtral-12b,vercel-ai-gateway-mistral-pixtral-12b,,0,,,,,
3442,vercel-ai-gateway-mistral-pixtral-large,vercel-ai-gateway-mistral-pixtral-large,,0,,,,,
3443,vercel-ai-gateway-moonshotai-kimi-k2,vercel-ai-gateway-moonshotai-kimi-k2,,0,,,,,
3444,vercel-ai-gateway-morph-morph-v3-fast,vercel-ai-gateway-morph-morph-v3-fast,,0,,,,,
3445,vercel-ai-gateway-morph-morph-v3-large,vercel-ai-gateway-morph-morph-v3-large,,0,,,,,
3446,vercel-ai-gateway-openai-gpt-3-5-turbo,vercel-ai-gateway-openai-gpt-3-5-turbo,,0,,,,,
3447,vercel-ai-gateway-openai-gpt-3-5-turbo-instruct,vercel-ai-gateway-openai-gpt-3-5-turbo-instruct,,0,,,,,
3448,vercel-ai-gateway-openai-gpt-4-1,vercel-ai-gateway-openai-gpt-4-1,,0,,,,,
3449,vercel-ai-gateway-openai-gpt-4-1-mini,vercel-ai-gateway-openai-gpt-4-1-mini,,0,,,,,
3450,vercel-ai-gateway-openai-gpt-4-1-nano,vercel-ai-gateway-openai-gpt-4-1-nano,,0,,,,,
3451,vercel-ai-gateway-openai-gpt-4-turbo,vercel-ai-gateway-openai-gpt-4-turbo,,0,,,,,
3452,vercel-ai-gateway-openai-gpt-4o,vercel-ai-gateway-openai-gpt-4o,,0,,,,,
3453,vercel-ai-gateway-openai-gpt-4o-mini,vercel-ai-gateway-openai-gpt-4o-mini,,0,,,,,
3454,vercel-ai-gateway-openai-o1,vercel-ai-gateway-openai-o1,,0,,,,,
3455,vercel-ai-gateway-openai-o3,vercel-ai-gateway-openai-o3,,0,,,,,
3456,vercel-ai-gateway-openai-o3-mini,vercel-ai-gateway-openai-o3-mini,,0,,,,,
3457,vercel-ai-gateway-openai-o4-mini,vercel-ai-gateway-openai-o4-mini,,0,,,,,
3458,vercel-ai-gateway-openai-text-embedding-3-large,vercel-ai-gateway-openai-text-embedding-3-large,,0,,,,,
3459,vercel-ai-gateway-openai-text-embedding-3-small,vercel-ai-gateway-openai-text-embedding-3-small,,0,,,,,
3460,vercel-ai-gateway-openai-text-embedding-ada-002,vercel-ai-gateway-openai-text-embedding-ada-002,,0,,,,,
3461,vercel-ai-gateway-perplexity-sonar,vercel-ai-gateway-perplexity-sonar,,0,,,,,
3462,vercel-ai-gateway-perplexity-sonar-pro,vercel-ai-gateway-perplexity-sonar-pro,,0,,,,,
3463,vercel-ai-gateway-perplexity-sonar-reasoning,vercel-ai-gateway-perplexity-sonar-reasoning,,0,,,,,
3464,vercel-ai-gateway-perplexity-sonar-reasoning-pro,vercel-ai-gateway-perplexity-sonar-reasoning-pro,,0,,,,,
3465,vercel-ai-gateway-vercel-v0-1-0-md,vercel-ai-gateway-vercel-v0-1-0-md,,0,,,,,
3466,vercel-ai-gateway-vercel-v0-1-5-md,vercel-ai-gateway-vercel-v0-1-5-md,,0,,,,,
3467,vercel-ai-gateway-xai-grok-2,vercel-ai-gateway-xai-grok-2,,0,,,,,
3468,vercel-ai-gateway-xai-grok-2-vision,vercel-ai-gateway-xai-grok-2-vision,,0,,,,,
3469,vercel-ai-gateway-xai-grok-3,vercel-ai-gateway-xai-grok-3,,0,,,,,
3470,vercel-ai-gateway-xai-grok-3-fast,vercel-ai-gateway-xai-grok-3-fast,,0,,,,,
3471,vercel-ai-gateway-xai-grok-3-mini,vercel-ai-gateway-xai-grok-3-mini,,0,,,,,
3472,vercel-ai-gateway-xai-grok-3-mini-fast,vercel-ai-gateway-xai-grok-3-mini-fast,,0,,,,,
3473,vercel-ai-gateway-xai-grok-4,vercel-ai-gateway-xai-grok-4,,0,,,,,
3474,vercel-ai-gateway-zai-glm-4-5,vercel-ai-gateway-zai-glm-4-5,,0,,,,,
3475,vercel-ai-gateway-zai-glm-4-5-air,vercel-ai-gateway-zai-glm-4-5-air,,0,,,,,
3476,vercel-ai-gateway-zai-glm-4-6,vercel-ai-gateway-zai-glm-4-6,,0,,,,,
3477,vercel-v0-1-0-md,v0-1.0-md,,0,,,,,
3478,vercel-v0-1-5-md,v0-1.5-md,,0,,,,,
3479,vertex-ai-chirp,vertex-ai-chirp,,0,,,,,
3480,vertex-ai-claude-3-5-haiku,vertex-ai-claude-3-5-haiku,,0,,,,,
3481,vertex-ai-claude-3-5-haiku@20241022,vertex-ai-claude-3-5-haiku@20241022,,0,,,,,
3482,vertex-ai-claude-3-5-sonnet,vertex-ai-claude-3-5-sonnet,,0,,,,,
3483,vertex-ai-claude-3-5-sonnet@20240620,vertex-ai-claude-3-5-sonnet@20240620,,0,,,,,
3484,vertex-ai-claude-3-7-sonnet@20250219,vertex-ai-claude-3-7-sonnet@20250219,,0,,,,,
3485,vertex-ai-claude-3-haiku,vertex-ai-claude-3-haiku,,0,,,,,
3486,vertex-ai-claude-3-haiku@20240307,vertex-ai-claude-3-haiku@20240307,,0,,,,,
3487,vertex-ai-claude-3-opus,vertex-ai-claude-3-opus,,0,,,,,
3488,vertex-ai-claude-3-opus@20240229,vertex-ai-claude-3-opus@20240229,,0,,,,,
3489,vertex-ai-claude-3-sonnet,vertex-ai-claude-3-sonnet,,0,,,,,
3490,vertex-ai-claude-3-sonnet@20240229,vertex-ai-claude-3-sonnet@20240229,,0,,,,,
3491,vertex-ai-claude-haiku-4-5@20251001,vertex-ai-claude-haiku-4-5@20251001,,0,,,,,
3492,vertex-ai-claude-opus-4,vertex-ai-claude-opus-4,,0,,,,,
3493,vertex-ai-claude-opus-4-1,vertex-ai-claude-opus-4-1,,0,,,,,
3494,vertex-ai-claude-opus-4-1@20250805,vertex-ai-claude-opus-4-1@20250805,,0,,,,,
3495,vertex-ai-claude-opus-4-5,vertex-ai-claude-opus-4-5,,0,,,,,
3496,vertex-ai-claude-opus-4-5@20251101,vertex-ai-claude-opus-4-5@20251101,,0,,,,,
3497,vertex-ai-claude-opus-4-6,vertex-ai-claude-opus-4-6,,0,,,,,
3498,vertex-ai-claude-opus-4-6@default,vertex-ai-claude-opus-4-6@default,,0,,,,,
3499,vertex-ai-claude-opus-4@20250514,vertex-ai-claude-opus-4@20250514,,0,,,,,
3500,vertex-ai-claude-sonnet-4,vertex-ai-claude-sonnet-4,,0,,,,,
3501,vertex-ai-claude-sonnet-4-5,vertex-ai-claude-sonnet-4-5,,0,,,,,
3502,vertex-ai-claude-sonnet-4-5@20250929,vertex-ai-claude-sonnet-4-5@20250929,,0,,,,,
3503,vertex-ai-claude-sonnet-4-6,vertex-ai-claude-sonnet-4-6,,0,,,,,
3504,vertex-ai-claude-sonnet-4-6@default,vertex-ai-claude-sonnet-4-6@default,,0,,,,,
3505,vertex-ai-claude-sonnet-4@20250514,vertex-ai-claude-sonnet-4@20250514,,0,,,,,
3506,vertex-ai-codestral-2,vertex-ai-codestral-2,,0,,,,,
3507,vertex-ai-codestral-2501,vertex-ai-codestral-2501,,0,,,,,
3508,vertex-ai-codestral-2@001,vertex-ai-codestral-2@001,,0,,,,,
3509,vertex-ai-codestral@2405,vertex-ai-codestral@2405,,0,,,,,
3510,vertex-ai-codestral@latest,vertex-ai-codestral@latest,,0,,,,,
3511,vertex-ai-deep-research-pro-preview-12-2025,vertex-ai-deep-research-pro-preview-12-2025,,0,,,,,
3512,vertex-ai-deepseek-ai-deepseek-ocr-maas,vertex-ai-deepseek-ai-deepseek-ocr-maas,,0,,,,,
3513,vertex-ai-deepseek-ai-deepseek-r1-0528-maas,vertex-ai-deepseek-ai-deepseek-r1-0528-maas,,0,,,,,
3514,vertex-ai-deepseek-ai-deepseek-v3-1-maas,vertex-ai-deepseek-ai-deepseek-v3-1-maas,,0,,,,,
3515,vertex-ai-deepseek-ai-deepseek-v3-2-maas,vertex-ai-deepseek-ai-deepseek-v3-2-maas,,0,,,,,
3516,vertex-ai-gemini-2-5-flash-image,vertex-ai-gemini-2-5-flash-image,,0,,,,,
3517,vertex-ai-gemini-3-1-flash-image-preview,vertex-ai-gemini-3-1-flash-image-preview,,0,,,,,
3518,vertex-ai-gemini-3-1-flash-lite-preview,vertex-ai-gemini-3-1-flash-lite-preview,,0,,,,,
3519,vertex-ai-gemini-3-1-pro-preview,vertex-ai-gemini-3-1-pro-preview,,0,,,,,
3520,vertex-ai-gemini-3-1-pro-preview-customtools,vertex-ai-gemini-3-1-pro-preview-customtools,,0,,,,,
